Tytuł,Miejsce,Powierzchnia,L_pokoi,Pietro,Rok_budowy,Cena
Mieszkanie idealne dla rodziny,"Gdańsk Zakoniczyn, Kazimierza Porębskiego",54.08,3,3,2007,390 000 zł
Mieszkanie - Gdańsk Przymorze,"Gdańsk Przymorze, Obrońców Wybrzeża",38,2,3,0,379 000 zł
Gdańsk Chełm Łańcucka,"Gdańsk Ujeścisko, Łańcucka",43.44,2,parter,2012,439 000 zł
Gdańsk Chełm Łańcucka,"Gdańsk Ujeścisko, Łańcucka",43.44,2,parter,2012,439 000 zł
Gdańsk Śródmieście Panieńska,"Gdańsk Śródmieście, Panieńska",31.08,1,parter,2018,549 000 zł
Nowa oferta. Hit cenowy. Gdańsk - Suchanino.,"Gdańsk Suchanino, Ignacego Paderewskiego",56,3,5,1972,499 000 zł
"Wyjątkowe 140 m2 z ogródkiem, 500 m od plaży!","Gdańsk Brzeźno, Nadmorski Dwór",139,5,parter,0,2 799 000 zł
STOGI/ 2 km do plaży/ dwa pokoje,"Gdańsk Stogi, Pawia",37,2,4,1971,289 000 zł
2 pokoje blisko SKM na Przymorzu,"Gdańsk Przymorze, Kołobrzeska",37,2,parter,1978,349 000 zł
Dwupokojowe mieszkanie Przymorze/Jelitkowo,"Gdańsk Przymorze, Piastowska",46,2,5,0,460 000 zł
✔4 pokoje | oddzielna kuchnia | miejsce parkingowe,"Gdańsk Długie Ogrody, Długie Ogrody",60,4,parter,1975,569 000 zł
Na sprzedaż mieszkanie 1/2 pokoje w Gdańsku,"Gdańsk Siedlce, Kartuska",34.6,1,1,1950,276 454 zł
Mieszkanie blisko centrum,"Gdańsk Siedlce, Zakopiańska 11",52.29,2,parter,1930,420 000 zł
Centrum Starego Miasta świetna inwestycja!,"Gdańsk Śródmieście, Grobla I",56.55,2,1,0,763 000 zł
Apartamenty przy brzegu Motławy,"Gdańsk Stare Przedmieście, Toruńska",25.39,1,3,2020,388 060 zł
Doskonała lokalizacja,"Gdańsk Chełm, Pastelowa",105.57,3,3,2020,549 900 zł
Dwupokojowe mieszkanie w centrum Gdańska,"Gdańsk Śródmieście, Długie Ogrody 24",40.6,2,5,1980,420 000 zł
"4 pokoje, balkon, m-ce w hali, widok na panoramę","Gdańsk Chełm, Stanisława Hebanowskiego",75.52,4,3,2004,689 000 zł
2 pokojowe ze słonecznym balkonem na Chełmie,"Gdańsk Chełm, Nieborowska",55.82,2,1,2004,545 000 zł
Super Okazja!!! 2 pokoje 1 Piętro do morza ok 900m,Gdańsk Przymorze,45,2,1,1980,387 000 zł
Gdańsk Stogi-2-pok ul:Hoża,"Gdańsk Stogi, Hoża",35,2,4,1970,287 000 zł
"Quattro Towers,Wyposażenie,Miejsce Postojowe,XIV p","Gdańsk Wrzeszcz, Partyzantów",72.1,3,14,2012,899 000 zł
Nowoczesne mieszkanie gotowe do zamieszkania!,"Gdańsk Łostowice, Andrzeja Grubby",51.83,3,2,2015,449 000 zł
Mieszkanie idealne pod inwestycję Gdańsk Wrzeszcz,"Gdańsk Wrzeszcz, Grunwaldzka",39.1,1,1,1958,397 000 zł
4 pokoje/ morena/ balkon/ nowe budownictwo,"Gdańsk Morena, Myśliwskie Wzgórze",77.3,4,1,2012,740 000 zł
"KAWALERKA PRZYMORZE, OKAZJA, 15 min DO PLAŻY",Gdańsk Przymorze,27,1,4,0,308 000 zł
Wygodne mieszkanie z miejscem postojowym,"Gdańsk Ujeścisko, Łańcucka",47.2,2,4,2006,380 000 zł
Gdańsk Zaspa Jana Pawła Ii,"Gdańsk Zaspa, Jana Pawła Ii",76.37,4,3,2014,955 000 zł
"Mieszkanie kawalerka Gdańsk Wrzeszcz, Deotymy 30m2","Gdańsk Wrzeszcz, Deotymy",30.65,1,parter,1920,299 000 zł
Mieszkanie - Gdańsk Stogi,"Gdańsk Stogi, Hoża",43,2,4,1965,320 000 zł
Mieszkanie dla rodziny w spokojnej części Moreny,"Gdańsk Morena, Myśliwskie Wzgórze",79.9,4,2,2017,715 000 zł
Słoneczna kawalerka - Przymorze,"Gdańsk Przymorze, Prezydenta Lecha Kaczyńskiego",27,1,3,1970,320 000 zł
Słoneczna kawalerka - Przymorze,"Gdańsk Przymorze, Jagiellońska",27,1,4,1970,320 000 zł
3 pokoje/suchanino/do wprowadzenia/okazja,"Gdańsk Suchanino, Powstańców Warszawskich",53,3,3,0,423 000 zł
Kawalerka z dużym balkonem na osowej,"Gdańsk Osowa, Nike",34,1,1,2013,310 000 zł
2 pok na Strzyża,"Gdańsk Oliwa, Antoniego Abrahama",41,2,4,1981,379 000 zł
Dwa apartamenty inwestycyjne w sercu Gdańska.,"Gdańsk Śródmieście, Tartaczna",72.82,3,4,2017,1 075 000 zł
Klimatyczne mieszkanie! Stare Miasto,"Gdańsk Śródmieście, U Furty",60.2,3,parter,0,963 000 zł
Stare Miasto! Wyjątkowe mieszkanie na sprzedaż,"Gdańsk Śródmieście, U Furty",52.82,2,parter,0,845 120 zł
Mieszkanie na malowniczym osiedlu - Ujeścisko,"Gdańsk Ujeścisko, Dąbrówki",30.5,2,2,2020,319 000 zł
Mieszkanie - Gdańsk Ujeścisko,"Gdańsk Ujeścisko, Łódzka",38.3,2,parter,2000,349 999 zł
"Mieszkanie - Gdańsk , 495 000 zł","Gdańsk Zaspa, Kombatantów",48.2,1,parter,0,495 000 zł
3 pokoje na przymorzu w Falowcu,"Gdańsk Przymorze, Obrońców Wybrzeża",47,3,8,1980,429 000 zł
Idealne na Wynajem 3 pokojowe mieszkanie na Zaspie,"Gdańsk Zaspa, Dywizjonu 303",64,3,4,1979,539 000 zł
125-metrowy Apartament z 60-metrowym tarasem,"Gdańsk Wrzeszcz, Mariana Hemara",125,4,8,2017,3 200 000 zł
Mieszkanie 3-pokojowe do remontu-centrum Wrzeszcza,"Gdańsk Wrzeszcz, Stanisława Wyspiańskiego",55,3,2,1919,399 000 zł
Kawalerka 2 pokojowa na Nowej Letnicy- Gdańsk.,"Gdańsk Letnica, Starowiejska",29.77,2,6,2019,320 000 zł
400 m od Wyspy Spichrzów !,"Gdańsk Długie Ogrody, Długie Ogrody",66,3,1,1935,489 000 zł
Kawalerka 2 pokojowa na Nowej Letnicy - Gdańsk.,"Gdańsk Letnica, Starowiejska",29.77,2,5,2019,330 000 zł
Dwa niezależne pokoje w Centrum Wrzeszcza,"Gdańsk Wrzeszcz, Grunwaldzka",51.47,2,4,1980,455 000 zł
3 pokoje w dobrej cenie !,"Gdańsk Orunia, Przyjemna",65.5,3,parter,1970,349 000 zł
Luksusowy apartament z prywatną mariną,"Gdańsk Sobieszewo, Łąkowa",68.29,3,2,0,1 200 654 zł
Rozkładowe mieszkanie w kamienicy na Starówce,"Gdańsk Śródmieście, Grobla I",54.5,3,2,1968,599 000 zł
Mieszkanie - Gdańsk Wrzeszcz,"Gdańsk Wrzeszcz, Konrada Leczkowa",42,2,9,0,409 000 zł
"2 pokojowe, słoneczne, Morena, Amundsena","Gdańsk Morena, Amundsena",48.9,2,5,0,428 000 zł
Mieszkanie - Gdańsk Przymorze,"Gdańsk Przymorze, Piastowska",58,3,parter,1956,495 000 zł
Mieszkanie 3-pokojowe na Przymorzu,"Gdańsk Przymorze, Jagiellońska",46,3,9,1970,449 000 zł
Stylowe mieszkanie w samym centrum głównego miasta,"Gdańsk Śródmieście, Chlebnicka",60.7,2,3,1960,849 000 zł
Mieszkanie - Gdańsk Łostowice,"Gdańsk Łostowice, Kryształowa",62.36,3,parter,2017,459 000 zł
Mieszkanie dwupoziomowe z balkonem we Wrzeszczu,"Gdańsk Wrzeszcz, Hugo Kołłątaja",106,4,4,2007,1 149 000 zł
Po generalnym remoncie,"Gdańsk Wrzeszcz, Juliusza Kossaka",61,3,1,1962,618 000 zł
3 pokoje w dobrej cenie na Chełmie,"Gdańsk Ujeścisko, Anny Jagiellonki",69,3,2,2005,590 000 zł
Śliczne poddasze w sercu Starego Miasta,"Gdańsk Śródmieście, Św. Ducha",60.02,3,5,1951,599 999 zł
Śliczne poddasze w sercu Starego Miasta,"Gdańsk Śródmieście, Św. Ducha",60.02,3,5,1951,599 999 zł
Mieszkanie - Gdańsk Morena,"Gdańsk Jasień, Bażantowa",89.46,3,3,2015,759 000 zł
"Wyjątkowy 4-pokojowy apartament | Awiator, Zaspa","Gdańsk Zaspa, Jana Pawła Ii",76.37,4,3,2014,939 000 zł
Gdańsk Oliwa Opacka,"Gdańsk Oliwa, Opacka",73.36,3,4,2017,1 050 000 zł
Dwupokojowe mieszkanie w pięknej kamienicy,"Gdańsk Dolne Miasto, Przyokopowa",44,2,1,1901,370 000 zł
"Komfortowy, 5 pokojowy apartament","Gdańsk Łostowice, Jana Kielasa",100,5,3,2011,599 000 zł
"Wyjątkowe, luksusowe,widok na morze, 10p","Gdańsk Przymorze, Obrońców Wybrzeża",46,2,10,1973,469 000 zł
Dwupoziomowe | idealne dla rodziny | ul. Focha,"Gdańsk Aniołki, Marsz. Ferdynanda Focha",134,6,3,1994,889 000 zł
Idealne pod inwestycję | 7 pokoi lub 5 mieszkań,"Gdańsk Aniołki, Marsz. Ferdynanda Focha",134,7,3,1994,889 000 zł
Mieszkanie - Gdańsk Łostowice,"Gdańsk Łostowice, Wielkopolska",57.92,3,1,2020,345 000 zł
"Mieszkanie - Gdańsk Orunia, 359 000 zł","Gdańsk Orunia, Granitowa",45.6,3,2,1970,359 000 zł
Słoneczne mieszkanie chełm,"Gdańsk Ujeścisko, Rogalińska",47.7,2,3,2006,429 000 zł
"Mieszkanie (w pełni wyposażone), miejsce postojowe, komórka lokatorska","Gdańsk Morena, Lema 10",42,2,4,2016,520 000 zł
"Przestronne mieszkanie 2-pokojowe,Gdańsk Przymorze","Gdańsk Przymorze, Piastowska",51.5,2,1,2008,655 000 zł
Gdańsk Wrzeszcz / fenomenalna przestrzeń,"Gdańsk Wrzeszcz, Hugo Kołłątaja",109.7,4,4,2008,1 099 000 zł
3 pok. / ogród/ z meblami/ od zaraz/ WARTO!,"Gdańsk Łostowice, Olimpijska",65.1,3,parter,2010,489 000 zł
Słoneczne 2 pokoje z garażem Ujeścisko,"Gdańsk Ujeścisko, Jeleniogórska",28.5,2,1,2003,279 000 zł
Ogarna|Śródmieście|Świetna Inwestycja,"Gdańsk Śródmieście, Ogarna",35.69,1,parter,0,695 000 zł
Mieszkanie - Gdańsk Przymorze,"Gdańsk Przymorze, Kołobrzeska",43,2,4,1970,415 000 zł
Mieszkanie 40 mkw z ogródkiem na os IDEA w Gdańsku,"Gdańsk Przymorze, Beniowskiego",40.5,2,parter,2018,565 000 zł
Mieszkanie Gdańsk Jelitkowo  55 m2,Gdańsk Jelitkowo,55,2,2,0,1 155 000 zł
Mieszkanie Gdańsk Nowy Port  50.08 m2,Gdańsk Nowy Port,50.08,2,2,0,320 000 zł
Mieszkanie - Gdańsk Morena,"Gdańsk Morena, Myśliwskie Wzgórze",49,2,1,2010,499 990 zł
"Nad stawem, przestronne, 3 pok. na Zakoniczynie","Gdańsk Zakoniczyn, Konrada Guderskiego",57.4,3,2,2011,429 000 zł
Mieszkanie - Gdańsk Zaspa,"Gdańsk Zaspa, Jana Nagórskiego",63,3,3,1980,610 000 zł
Przymorze/ kawalerka/ po remoncie/ blisko skm,"Gdańsk Przymorze, Słupska",27,1,3,0,335 000 zł
Czteropokojowy apartament z widokiem na morze,"Gdańsk Zaspa, Jana Pawła Ii",99.5,4,9,2012,1 290 000 zł
3-pokojowe z ogródkiem gotowe do zamieszkania!!,"Gdańsk Św. Wojciech, Kazimierza Wielkiego",57,3,parter,2019,429 000 zł
49 m2 gotowe do zamieszkania + garaż,"Gdańsk Nowy Port, Wyzwolenia",49,2,4,1979,420 000 zł
Gotowe Do Wprowadzenia 2 Pokoje na żabiance !!,"Gdańsk Żabianka, Jakuba Wejhera",42,2,4,0,415 000 zł
4 pokoje na Przymorzu 549 tys,"Gdańsk Przymorze, Rzeczypospolitej",70,4,6,1980,549 000 zł
Świetny Gotowiec 5-pokojowy / Zaspa,"Gdańsk Zaspa, Dywizjonu 303",67.7,5,parter,1970,535 000 zł
Piękne mieszkanie w Brzeźnie!,"Gdańsk Brzeźno, Gen. Józefa Hallera",35,2,4,1979,379 000 zł
3 pokoje w centrum Starówki!,"Gdańsk Śródmieście, Grobla I",55,3,2,1968,599 000 zł
Nowy apartament inwestycyjny w Gdańsku,"Gdańsk Długie Ogrody, Św. Barbary",68,2,parter,2020,719 000 zł
"2 pokoje z ogródkiem, Przymorze, rampa","Gdańsk Przymorze, Kołobrzeska",46,2,parter,1973,420 000 zł
3 pokoje na Jasieniu z halą garażową i piwnicą,"Gdańsk Jasień, Aleksandry Gabrysiak",65.2,3,2,2015,570 000 zł
Sprzedam dwu pokojowe mieszkanie,"Gdańsk Karczemki, Różany Stok",45.21,2,2,2000,325 000 zł
Słoneczne !  Balkon i dwa tarasy !,"Gdańsk Ujeścisko, Przemyska",93,4,2,2008,596 000 zł
Kup i zrób! Mieszkanie z potencjałem!,"Gdańsk Suchanino, Karola Kurpińskiego",63,4,4,1975,449 000 zł
Mieszkanie - Gdańsk Morena,"Gdańsk Morena, Morenowe Wzgórze",85.2,5,5,2010,765 000 zł
"500m od morza! Brzeźno, 4 pokoje, inwestycja!","Gdańsk Brzeźno, Władysława Broniewskiego",70.7,4,4,1970,519 000 zł
"Ostatnie takie mieszkanie, skorzystaj z okazji.","Gdańsk Łostowice, Tenisowa",49.7,2,3,2006,329 000 zł
Dwa niezależne pokoje w Centrum Wrzeszcza,"Gdańsk Wrzeszcz, Grunwaldzka",51.47,2,4,1980,455 000 zł
Mieszkanie 55m2.Trzy pokoje.Gdańsk dolny Wrzeszcz,"Gdańsk Wrzeszcz, Wyspiańskiego 32",54.6,3,2,1919,405 000 zł
Kawalerka w świetnej lokalizacji,"Gdańsk Chełm, Prof. Stanisława Szpora",30.01,1,parter,2011,339 000 zł
Młyny Gdańskie-nowoczesne osiedle ul.Malczewskiego,"Gdańsk Siedlce, Malczewskiego",72.79,3,1,2022,804 994 zł
3 pokoje we wrzeszczu 61m2 1 piętro,"Gdańsk Wrzeszcz, Juliusza Kossaka",60.96,3,1,1962,599 000 zł
"Słoneczne, ciche, 4 pokojowe mieszkanie z garażem podziemnym!","Gdańsk Maćkowy, Kazimierza Wielkiego",79.9,4,2,2011,610 436 zł
Mieszkanie w Centrum Wrzeszcza,"Gdańsk Wrzeszcz, Gen. De Gaulle'a",59,3,1,1905,485 000 zł
"2 pokoje po generalnym remoncie, Gdańsk Siedlce","Gdańsk Siedlce, Szara",42.42,2,7,1980,419 000 zł
3 pokoje z widokiem,"Gdańsk Przymorze, Kołobrzeska",46,3,7,1973,380 000 zł
Apartament na osiedlu Wiszące Ogrody,"Gdańsk Kiełpinek, Taneczna",93,4,5,2020,899 000 zł
"Mieszkanie blisko plaży,parku, 3 pok., duży balkon","Gdańsk Przymorze, Olsztyńska",67,3,2,2011,749 000 zł
Sprzedaż mieszkania,"Gdańsk Zaspa, Pilotów 18",42.4,2,8,1974,408 000 zł
Mieszkanie w kamienicy Gdańsk-Oliwa,"Gdańsk Oliwa, Alfa Liczmańskiego",151.2,5,parter,1901,1 500 000 zł
Luksusowy apartament 140m2  Rezydencja Wintera,"Gdańsk Stare Przedmieście, Kotwiczników",140,3,5,2019,1 560 000 zł
4-pokojowe mieszkanie z pięknym widokiem!!,"Gdańsk Niedźwiednik, Leśna Góra",73,4,10,1986,489 000 zł
"Sprzedam mieszkanie Gdańsk, Piecki Migowo Myśliwsk","Gdańsk Piecki-Migowo, Mysliwska",39.82,2,parter,2010,435 000 zł
Dwa niezależne pokoje w Centrum Wrzeszcza,"Gdańsk Wrzeszcz, Grunwaldzka",51.47,2,4,1980,455 000 zł
W pełni wyposażona kawalerka z ogródkiem,Gdańsk Morena,30.28,1,parter,2015,356 500 zł
"2pokojowy gotowiec z balkonem, blisko tramwaju","Gdańsk Przymorze, Obrońców Wybrzeża",30,2,5,0,319 000 zł
Wyjątkowe Mieszkanie jasień!,"Gdańsk Rębowo, Konrada Guderskiego",46.94,2,4,2015,389 000 zł
Atrakcyjny apartament 70m2 nad Motławą,"Gdańsk Długie Ogrody, Szafarnia",70,2,4,2009,889 000 zł
Kameralny apartament w świetnej lokalizacji,"Gdańsk Szadółki, Potęgowska",68.19,1,3,2020,445 000 zł
Dwa niezależne pokoje w Centrum Wrzeszcza,"Gdańsk Wrzeszcz, Grunwaldzka",51.47,2,4,1980,455 000 zł
Mieszkanie - Gdańsk Oliwa,"Gdańsk VII Dwór, Piotra Michałowskiego",45,2,3,1970,419 000 zł
"2 pokoje, Przymorze tuż przy Parku Regana tylko 900 m do morza","Gdańsk Przymorze Wielkie, Obrońców Wybrzeża",40.8,2,9,2005,500 000 zł
Mieszkanie w sercu Starego Miasta - ul. Mariacka!,"Gdańsk Śródmieście, Mariacka",38,2,4,1900,684 000 zł
Wysoki standard / serce gdańska / TARAS,"Gdańsk Długie Ogrody, Szafarnia",67,3,4,2012,1 220 000 zł
Z potencjałem na 2 pokoje! blisko SKM,"Gdańsk Żabianka, Pomorska",31,1,9,0,289 000 zł
Nowoczesny Apartament Wakacyjny. ul. Szafarnia,"Gdańsk Długie Ogrody, Szafarnia",70,2,4,2009,889 000 zł
Kawalerka na Żabiance z potencjałem na 2- pok. HIT,"Gdańsk Żabianka, Gospody",30.9,1,3,1973,290 000 zł
"Apartament przy Motławie, ul. Toruńska, Gdańsk","Gdańsk Stare Przedmieście, Toruńska",44,2,4,2010,699 000 zł
Dwa pokoje w nowym budownictwie!,"Gdańsk Szadółki, Stężycka",43,2,4,2020,320 000 zł
2 pokojowe mieszkanie na przymorzu!,"Gdańsk Przymorze, Kołobrzeska",43,2,4,1975,399 000 zł
Ciche | po remoncie | przy Bazylice Mariackiej,"Gdańsk Śródmieście, Piwna",42.4,2,1,1955,565 000 zł
"Kamienica,starówka ten klimat może ci się spodoba","Gdańsk Śródmieście, Browarna",79,3,4,1970,1 150 000 zł
Mieszkanie - Gdańsk Przymorze,"Gdańsk Przymorze, Piastowska",38,2,6,0,311 000 zł
Dwa pokoje + kuchnia. Blisko tram./autobus.,"Gdańsk Ujeścisko, Rogalińska",50,2,parter,2008,462 500 zł
Piękna kawalerka z ogrodem i miejscem postojowym,"Gdańsk Jasień, Bażantowa",30.28,1,parter,2015,338 500 zł
2 pokojowe mieszkanie na Żabiance blisko SKM,"Gdańsk Żabianka, Pomorska",37.4,2,4,1969,380 000 zł
Trzypokojowe mieszkanie w falowcu!,"Gdańsk Przymorze, Kołobrzeska",46,3,7,1980,380 000 zł
OLIWA/ 2 pokoje/ pod wynajem,"Gdańsk VII Dwór, Aleksandra Gryglewskiego",34.6,2,1,1969,360 000 zł
Gdańsk Stare Miasto św. Barbary Dobra Inwestycja !,"Gdańsk Śródmieście, św. Barbary",35.6,1,4,1960,389 000 zł
Gdańsk Wrzeszcz Hallera,"Gdańsk Wrzeszcz, Hallera",37.2,2,2,2019,509 000 zł
Przestronne 2 pokoje na ul Piwnej w sercu Starówki,"Gdańsk Śródmieście, Piwna",42.4,2,1,1955,565 000 zł
Zamiana - 2 pok. na 3 pok.,"Gdańsk Ujeścisko, Rogalińska",46.3,2,1,2004,480 000 zł
Mieszkanie Matarnia 2 pokoje,"Gdańsk Matarnia, Mjr. Mieczysława Słabego",44,2,1,2017,449 000 zł
Kawalerka Morena! Duży ogród! Umeblowana!,Gdańsk Morena,30.28,1,parter,2015,338 500 zł
Okazja !!! Gdańsk Siedlce mieszkanie 5 pokoi,"Gdańsk Siedlce, Bądkowskiego Lecha",72.8,5,1,1990,529 000 zł
Mieszkanie od zaraz - Zajezdnia Wrzeszcz,Gdańsk Wrzeszcz,40,2,parter,2019,499 000 zł
Apartament Gdańsk Szafarnia,"Gdańsk Długie Ogrody, Szafarnia",148,3,5,2011,2 750 000 zł
Cena do negocjacji 74 mkw na 2 piętrze 4 pokoje!,"Gdańsk Morena, Bulońska",74,4,2,1992,518 000 zł
Mieszkanie - Gdańsk Orunia Górna,"Gdańsk Orunia Górna, Kurierów Armii Krajowej",45.3,2,parter,2001,350 000 zł
Słoneczna kawalerka na Łostowicach,"Gdańsk Łostowice, Olimpijska",34,1,2,2018,285 000 zł
"Gdańsk morena, 65,7m2, winda, komóka, garaż!!!","Gdańsk Morena, Myśliwskie Wzgórze",65.7,3,1,2010,559 000 zł
Zamiana - 2 pok. na 3 pok.,"Gdańsk Ujeścisko, Rogalińska",46.3,2,1,2004,480 000 zł
"Od zaraz 3 pokoje w zielonej okolicy, bez prowizji","Gdańsk Orunia Górna, Uranowa",66,3,2,1998,470 000 zł
Apartament 62m2 blisko Starego Miasta- Nowe Bud.,"Gdańsk Śródmieście, Łąkowa",62,2,3,2016,867 999 zł
Mieszkanie Gdańsk Ujeścisko Zamojska 53.31 m2,"Gdańsk Ujeścisko, Zamojska",53.31,3,parter,0,423 000 zł
świetna lokalizacja/przestronne 3 pokoje/park,"Gdańsk Zaspa, Janusza Meissnera",63,3,3,1980,499 000 zł
3 pokoje - Gdańsk Morena,"Gdańsk Morena, Burgaska",61.3,3,3,1984,450 000 zł
"Kawalerka z ogródkiem, Gdańsk - Łostowice!","Gdańsk Łostowice, Andrzeja Grubby",28,1,parter,2016,255 000 zł
Bardzo ładne i przestronne mieszkanie.,"Gdańsk Chełm, Kazimierza Kopeckiego",73.8,3,parter,1995,545 000 zł
"Apartament 73,00m2 z ogródkiem, gdańsk wrzeszcz","Gdańsk Wrzeszcz, Migowska",73,4,parter,2020,795 700 zł
Mieszkanie Gdańsk Wrzeszcz  257 m2,Gdańsk Wrzeszcz,257,6,6,2014,5 297 000 zł
Zajezdnia wrzeszcz/3 pokoje/ stan deweloperski,"Gdańsk Wrzeszcz, Gen. Józefa Hallera",71.25,3,2,2020,800 000 zł
"Doskonale zlokalizowane, po remoncie, 3 pokoje-Orunia Górna","Gdańsk Orunia Górna,  3 Brygady Szczerbca",65.4,3,parter,1996,470 000 zł
Mieszkanie - Gdańsk Osowa,"Gdańsk Osowa, Parysa",66.9,3,1,1998,538 000 zł
Piękne mieszkanie w pełni wyposażone,"Gdańsk Chełm, Wawelska",71.9,3,3,2006,570 000 zł
Wakacyjny Apartament w wysokim standardzie,"Gdańsk Brzeźno, Nadmorski Dwór",65.3,2,parter,2015,1 174 000 zł
Piękny apartament z widokiem na morze.,"Gdańsk Wrzeszcz, Partyzantów",85,3,12,2013,1 100 000 zł
4 GOTOWE KAWALERKI - GDAŃSK ŚRÓDMIEŚCIE,"Gdańsk Długie Ogrody, Mariana Seredyńskiego",56,4,1,1894,650 000 zł
Idealna inwestycja tuż przy Parku Reagana,"Gdańsk Przymorze, Obrońców Wybrzeża",40.8,2,9,2005,470 000 zł
Kawalerka z ogródkiem na rewelacyjnym osiedlu!,"Gdańsk Jasień, Bażantowa",30.28,1,parter,0,338 500 zł
W pobliżu Uniwersytetu,"Gdańsk Strzyża, Michała Glinki",47.8,2,parter,1955,499 000 zł
Przestronne mieszkanie w centrum Gdańska.,"Gdańsk Dolne Miasto, Łąkowa",86,3,1,1900,775 000 zł
"Ładne ,dwa pokoje!","Gdańsk Rębowo, Kazimierza Leskiego",45.1,2,1,2012,369 000 zł
2 pokoje/ gdańsk - brzeźno/ idealny stan,"Gdańsk Brzeźno, Gen. Józefa Hallera",25.5,2,4,1970,310 000 zł
Nowa cena - słoneczna kawalerka na magellana!,"Gdańsk Morena, Ferdynanda Magellana",29.2,1,3,2009,355 000 zł
"2 inwestycyjne pokoje, Gdańsk Śródmieście","Gdańsk Śródmieście, Stolarska",52.8,2,parter,1952,565 000 zł
3 Pokoje Morena! Po remoncie! Okazja!,Gdańsk Piecki-Migowo,74.19,3,2,2009,660 000 zł
Apartament/ 3 pokoje/ wysoki stand./ oliwski park,"Gdańsk Oliwa, Opacka",65.8,3,1,2019,1 380 000 zł
Przestronne 4 pokoje w nowym budownictwie Wrzeszcz,"Gdańsk Wrzeszcz, Do Studzienki",93,4,1,2013,1 072 000 zł
3 pokoje Zaspa,"Gdańsk Zaspa, Stanisława Skarżyńskiego",55.4,3,4,1990,519 999 zł
"Dwupokojowe mieszkanie, oddzielna kuchnia Wrzeszcz","Gdańsk Wrzeszcz, Juliusza Słowackiego",50,2,3,1985,445 000 zł
KOMFORTOWY APARTAMENT I 2 POK I CENTRUM I WAŁOWA,"Gdańsk Śródmieście, Wałowa",34,2,6,2018,529 000 zł
Quattro Towers 12 piętro z widokiem na morze!,"Gdańsk Wrzeszcz, Partyzantów",84.6,3,12,2013,1 100 000 zł
Mieszkanie 2-pokojowe na Zaspie w Gdańsku,Gdańsk Zaspa,48.2,2,9,1974,445 000 zł
"4pok., z ogródkiem, Myśliwskie Wzgórze, wysoki standard","Gdańsk Piecki-Migowo, Myśliwskie Wzgórze",89,4,parter,2012,910 000 zł
Gotowa inwestycja - hostel centrum gdańska,"Gdańsk Młode Miasto, Wałowa",78.5,4,11,2019,1 250 000 zł
Słoneczne mieszkanie z dużym balkonem pod klucz,"Gdańsk Morena, Prof. Stefana Hausbrandta",47.67,2,5,2015,495 000 zł
Nowoczesna kawalerka z dużym ogródkiem.,"Gdańsk Jasień, Bażantowa",30.28,1,parter,2015,376 500 zł
Na sprzedaż mieszkanie 3-pokoje z widokiem na las,"Gdańsk VII Dwór, Henryka Rodakowskiego",54.4,3,5,1970,543 000 zł
Wyjątkowy apartament z 3 tarasami,"Gdańsk Piecki, Myśliwska",69,3,3,2012,695 000 zł
Mieszkanie - Gdańsk Przymorze,"Gdańsk Przymorze, Słowiańska",52.65,2,4,2010,699 000 zł
Gdańsk Stare Miasto Dobra Oferta,"Gdańsk Śródmieście, Młyńska",54.35,2,3,1947,599 000 zł
"Mieszkanie - Gdańsk , 475 000 zł","Gdańsk Jasień, Leszczynowa",64,0,0,0,475 000 zł
Apartament w sercu Gdańska na Wyspie Spichrzów,"Gdańsk Stare Przedmieście, Chmielna",87,3,2,2019,2 140 200 zł
"2 niezależne pokoje, gotowiec blisko morza OKAZJA","Gdańsk Przymorze, Obrońców Wybrzeża",38,2,3,0,359 000 zł
Jasień/ TARAS 48m2/ dwa poziomy/ HALA,"Gdańsk Szadółki, Potęgowska",84.9,3,3,2014,590 000 zł
Mieszkanie po remoncie 2 pokoje blisko morza,"Gdańsk Nowy Port, Strajku Dokerów",43,2,parter,1950,320 000 zł
Przestronne mieszkanie dla rodziny.,"Gdańsk Ujeścisko, Cedrowa",71.5,3,1,2013,585 000 zł
"Zaspa 2 pok. (2019) + hala garaż - zamiana , sprzedaż","Gdańsk Zaspa, Dywizjonu 303 35",45,2,2,2019,579 000 zł
84 m2 | widok na Motławę i Żurawia | Klimatyzacja,"Gdańsk Długie Ogrody, Szafarnia",83.9,3,5,2011,1 174 500 zł
102 m2 | widok na Motławę z każdego okna,"Gdańsk Stare Przedmieście, Lastadia",102,4,3,2009,1 160 000 zł
Słoneczne mieszkanie i 2 pokoje i wróbla staw,"Gdańsk Jasień, Bażantowa",39.6,2,1,2015,409 000 zł
Mieszkanie w centrum Gdańskiej Moreny,"Gdańsk Morena, Warneńska 14",63.58,5,4,1980,485 000 zł
"Mieszkanie na sprzedaż, Gdańsk, Chełm, 4 pokoje, 78,48 mkw, za 600000 zł. Kup Bez Prowizji!","Gdańsk Chełm, Reformacka",78.48,4,parter,1998,600 000 zł
Bliskie sąsiedztwo starówki,"Gdańsk Rudniki, Elbląska",64.85,3,1,1939,510 000 zł
Gdańsk oliwa/ świetna lokalizacja/ apartamentowiec,"Gdańsk Oliwa, Opacka",61,3,2,2019,1 399 000 zł
Zachody słońca w ogródku,"Gdańsk Brzeźno, Nadmorski Dwór",72,3,parter,2012,1 280 000 zł
